GO.Term	GO.ID	TAD	P.value	P.adjust
positive regulation of epithelial to mesenchymal transition 	0010718	TAD2500|TAD842|TAD548|TAD2793|TAD1466	0.0137824368751343|0.0137824368751343|0.0192433992236587|0.0110408493760031|0.0327671387162303	0.0337719580410772|0.0337719580410772|0.0373505469004725|0.0323336971931206|0.0463903581657275
positive regulation of ERAD pathway 	1904294	TAD527	0.00539305930938261	0.0312226708723271
positive regulation of ERK1 and ERK2 cascade 	0070374	TAD1266|TAD75|TAD2670|TAD889|TAD1265	0.154947251841644|0.0412029363884914|0.0677285883215799|0.0677285883215799|0.0276598436417654	0.15536118038619|0.052002620472344|0.0690857389584783|0.0690857389584783|0.0430179336196518
positive regulation of establishment of protein localization 	1904951	TAD2194	0.00828581544809626	0.0313865936270947
positive regulation of establishment of protein localization to mitochondrion 	1903749	TAD2237|TAD332|TAD837|TAD1858|TAD1859|TAD889|TAD107	0.0521561256649063|0.0521561256649063|0.0593835501884652|0.022692014100417|0.0877511945341493|0.0375357873339579|0.0448736763964238	0.0589268711476639|0.0589268711476639|0.0635271717101136|0.0399376295404004|0.0884054682780663|0.0495966100942548|0.0541691288387563
positive regulation of establishment of protein localization to telomere 	1904851	TAD2194	0.00622017522863783	0.0312226708723271
positive regulation of execution phase of apoptosis 	1900119	TAD432	0.00553076848235234	0.0312226708723271
positive regulation of extracellular matrix assembly 	1901203	TAD2500	0.00276873924128707	0.0312226708723271
positive regulation of extracellular matrix organization 	1903055	TAD2500	0.00380543393677657	0.0312226708723271
positive regulation of extrinsic apoptotic signaling pathway 	2001238	TAD1141	0.0211414412129937	0.0387587210105644
positive regulation of fatty acid beta-oxidation 	0032000	TAD506	0.00435774388410159	0.0312226708723271
positive regulation of fatty acid biosynthetic process 	0045723	TAD1201	0.00304540201648973	0.0312226708723271
positive regulation of fatty acid metabolic process 	0045923	TAD1201	0.00470359566975587	0.0312226708723271
positive regulation of fatty acid oxidation 	0046321	TAD506	0.0068402971466125	0.0312226708723271
positive regulation of fertilization 	1905516	TAD1859	0.00828581544809714	0.0313865936270947
positive regulation of fever generation 	0031622	TAD2303	0.0024921243547612	0.0312226708723271
positive regulation of fibroblast apoptotic process 	2000271	TAD1382|TAD468	0.00332168144298328|0.000831283952472117	0.0312226708723271|0.0312226708723271
positive regulation of fibroblast migration 	0010763	TAD316	0.000415713988775823	0.0206335464023132
positive regulation of fibroblast proliferation 	0048146	TAD3071|TAD2238|TAD2266|TAD992	0.0418515585042112|0.0192374440163258|0.0529692277591942|0.00966376408547376	0.0522863151974553|0.0373505469004725|0.0593944317031674|0.0317468008020042
positive regulation of filopodium assembly 	0051491	TAD1163	0.0137767355168261	0.0337719580410772
positive regulation of G-protein coupled receptor protein signaling pathway 	0045745	TAD2433|TAD2800	0.0128848223335861|0.00587623680036886	0.0334524109707598|0.0312226708723271
positive regulation of G1/S transition of mitotic cell cycle 	1900087	TAD3038|TAD1100|TAD542	0.0208668950333259|0.00883636600185134|0.00663416315157417	0.0386524849098053|0.0317221844764827|0.0312226708723271
positive regulation of G2/M transition of mitotic cell cycle 	0010971	TAD2498	0.0252075885992767	0.0414507203629438
positive regulation of gastrulation 	2000543	TAD2397	0.00725385487761843	0.0312452180388064
positive regulation of gene expression 	0010628	TAD2266|TAD1978|TAD116	0.059720160269995|0.0255831140523169|0.0799369525834336	0.0636922862740612|0.0417661355834386|0.0807497086802747
positive regulation of gene expression, epigenetic 	0045815	TAD876|TAD280|TAD346|TAD1266|TAD1859|TAD1310|TAD471	0.00973817288006484|0.0539694225551606|0.038399145952003|0.038399145952003|0.038399145952003|0.0225781455239183|0.0065024730834411	0.0317468008020042|0.0601811320613993|0.05006908711755|0.05006908711755|0.05006908711755|0.0398937778563836|0.0312226708723271
positive regulation of gene silencing by miRNA 	2000637	TAD2498	0.0314138597047376	0.0455831657400471
positive regulation of glial cell differentiation 	0045687	TAD502	0.00276883509840009	0.0312226708723271
positive regulation of glucose import 	0046326	TAD3038|TAD2485|TAD506|TAD2238	0.0336985024262889|0.0161009408973525|0.0161009408973525|0.0178744694287355	0.0469900393052306|0.0353449849770264|0.0353449849770264|0.036392901011535
positive regulation of glucose import in response to insulin stimulus 	2001275	TAD506	0.00622017522863827	0.0312226708723271
positive regulation of glucose metabolic process 	0010907	TAD2485|TAD506	0.0068402971466125|0.0068402971466125	0.0312226708723271|0.0312226708723271
positive regulation of glucose transport 	0010828	TAD3038|TAD2485|TAD506|TAD2238|TAD2143	0.0324225465951746|0.0154859612784957|0.0154859612784957|0.0171923430705109|0.023989521142484	0.0462125127829364|0.0347545975341708|0.0347545975341708|0.036017726447192|0.0408060034296495
positive regulation of glycogen biosynthetic process 	0045725	TAD506|TAD2238	0.0080795091896082|0.0089735029763901	0.0313865936270947|0.0317221844764827
positive regulation of glycogen metabolic process 	0070875	TAD506|TAD2238	0.0086985996485055|0.00966076129610094	0.0317221844764827|0.0317468008020042
positive regulation of glycolytic process 	0045821	TAD2238|TAD2266|TAD212	0.0103475906453651|0.0287218487211132|0.00931734662146921	0.0320301343511385|0.0436809132151573|0.0317468008020042
positive regulation of glycoprotein biosynthetic process 	0010560	TAD190|TAD2238	0.011376834640396|0.00759769847296976	0.032591295224651|0.0313865936270947
positive regulation of granulocyte chemotaxis 	0071624	TAD1163|TAD2496|TAD1814|TAD1815	0.0143243331095431|0.0125446409332131|0.0107618592280718|0.00718700662913674	0.0341031232244188|0.0332098723137882|0.032234223274686|0.0312452180388064
positive regulation of granulocyte differentiation 	0030854	TAD2674|TAD842|TAD3017	0.00497907098859629|0.00207713009225519|0.00290697479171087	0.0312226708723271|0.0312226708723271|0.0312226708723271
positive regulation of growth 	0045927	TAD842	0.0243589476121314	0.0410328416059408
positive regulation of GTPase activity 	0043547	TAD506|TAD3085|TAD766|TAD505|TAD1644	0.113578537403626|0.0647767039741636|0.0521642945594724|0.026429639024759|0.0521642945594724	0.114107752359309|0.0673536041790225|0.0589268711476639|0.042232412784123|0.0589268711476639
positive regulation of heart contraction 	0045823	TAD2433|TAD1121	0.0143907186496219|0.00656573862759602	0.0341031232244188|0.0312226708723271
positive regulation of hemopoiesis 	1903708	TAD1360	0.00484093133507257	0.0312226708723271
positive regulation of hemostasis 	1900048	TAD816	0.00311439999025021	0.0312226708723271
positive regulation of histone acetylation 	0035066	TAD726|TAD2793	0.0144595716825586|0.00580790835188372	0.0341031232244188|0.0312226708723271
positive regulation of histone H3-K4 methylation 	0051571	TAD2793	0.00359836327000396	0.0312226708723271
positive regulation of histone H3-K9 methylation 	0051574	TAD1650	0.00773583733120742	0.0313865936270947
positive regulation of histone methylation 	0031062	TAD1650|TAD2793|TAD116	0.0262899396459398|0.00663553960581298|0.0148706400042945	0.0421845008590057|0.0312226708723271|0.0344894446685106
positive regulation of histone modification 	0031058	TAD726	0.0199182927188484	0.0379135947432024
positive regulation of homeostatic process 	0032846	TAD2266|TAD432|TAD2774|TAD2303|TAD2670	0.00054153297227751|0.0451009952060917|0.0451009952060917|0.0340177964892745|0.0284286349074422	0.0249650107392791|0.0543722856150303|0.0543722856150303|0.0470951297298235|0.0435581125129922
positive regulation of hormone secretion 	0046887	TAD2800	0.00587623680036886	0.0312226708723271
positive regulation of hydrolase activity 	0051345	TAD506|TAD1858|TAD505|TAD1859|TAD1644|TAD1497	0.102308228790313|0.0353294598609569|0.0236930665021018|0.134042747489409|0.0468279583296968|0.0353294598609569	0.102917569045169|0.048089824879911|0.0407372812915337|0.134520618246947|0.055568446102242|0.048089824879911
positive regulation of I-kappaB kinase/NF-kappaB signaling 	0043123	TAD2531|TAD2582|TAD2583|TAD75|TAD2670|TAD2336	0.0335017917850103|0.0112935633617407|0.0224603558487164|0.0335017917850103|0.0552141730644859|0.0444192698126643	0.0468479588725396|0.032591295224651|0.0398937778563836|0.0468479588725396|0.0609123045760397|0.0539429944177089
positive regulation of icosanoid secretion 	0032305	TAD2266	0.0115856808172183	0.0326590512939334
positive regulation of immune effector process 	0002699	TAD2670	0.00828781953161928	0.0313865936270947
positive regulation of immune response 	0050778	TAD111|TAD2774|TAD2670	0.0404080969917164|0.0295494477482989|0.0185702237955387	0.0513602978695666|0.0442045311098933|0.0369484590827856
positive regulation of immune system process 	0002684	TAD2266|TAD2670	0.030608087328119|0.00553134235018848	0.0449694487013333|0.0312226708723271
positive regulation of immunoglobulin mediated immune response 	0002891	TAD1650	0.00883636600185089	0.0317221844764827
positive regulation of immunoglobulin production 	0002639	TAD1650	0.0208668950333259	0.0386524849098053
positive regulation of inflammatory response 	0050729	TAD111|TAD1651	0.0542688499109547|0.0590558679359517	0.0603588739990394|0.0632968974788932
positive regulation of innate immune response 	0045089	TAD111|TAD2774	0.0285929241887473|0.0208747829002728	0.0436809132151573|0.0386524849098053
positive regulation of insulin-like growth factor receptor signaling pathway 	0043568	TAD2238	0.00484093133507257	0.0312226708723271
positive regulation of insulin receptor signaling pathway 	0046628	TAD506|TAD2238	0.00435774388410159|0.00484093133507257	0.0312226708723271|0.0312226708723271
positive regulation of insulin secretion 	0032024	TAD432|TAD2149	0.0170583323297628|0.00856466964154801	0.0360113010617312|0.0317221844764827
positive regulation of insulin secretion involved in cellular response to glucose stimulus 	0035774	TAD432	0.00553076848235234	0.0312226708723271
positive regulation of interferon-alpha production 	0032727	TAD432|TAD1916	0.0104855564074131|0.0182812771154166	0.032234223274686|0.0367298762150151
positive regulation of interferon-alpha secretion 	1902741	TAD432|TAD1916	0.00332168144298328|0.00580690408359452	0.0312226708723271|0.0312226708723271
positive regulation of interferon-beta production 	0032728	TAD2674|TAD432|TAD2774	0.0214123092096912|0.0143243331095431|0.0143243331095431	0.0389701227140805|0.0341031232244188|0.0341031232244188
positive regulation of interferon-gamma production 	0032729	TAD1083|TAD2670	0.0607765475588673|0.01480996082487	0.0643583629008946|0.0344894446685106
positive regulation of interferon-gamma secretion 	1902715	TAD2670	0.00207713009225519	0.0312226708723271
positive regulation of interleukin-1 beta production 	0032731	TAD170|TAD1756|TAD2266|TAD2670	0.00493079050868737|0.00024261909309561|0.0584813109712526|0.0106947199042904	0.0312226708723271|0.0140290969463819|0.0629942182592128|0.032234223274686
positive regulation of interleukin-1 beta secretion 	0050718	TAD1756|TAD2266|TAD2670	0.000156919494807852|0.0474260332898362|0.00863194895783481	0.0101200144830335|0.0559310393761434|0.0317221844764827
positive regulation of interleukin-1 production 	0032732	TAD170|TAD1756	0.000729235197520144|3.47094267259504e-05	0.0301635489455883|0.0030063703456477
positive regulation of interleukin-1 secretion 	0050716	TAD1756|TAD2266|TAD2670	0.000212011424281788|0.0548100373130123|0.0100075114773217	0.0126383751392449|0.0606423614783632|0.0317719678293165
positive regulation of interleukin-10 production 	0032733	TAD1650|TAD2326|TAD2670	0.0241241097119957|0.00608384287634878|0.00759927398430627	0.0408060034296495|0.0312226708723271|0.0313865936270947
positive regulation of interleukin-12 production 	0032735	TAD1174|TAD2670	0.054022324346458|0.00863194895783481	0.0601946092167648|0.0317221844764827
positive regulation of interleukin-13 production 	0032736	TAD2670	0.00345996488210043	0.0312226708723271
positive regulation of interleukin-2 production 	0032743	TAD3017	0.00966176194903157	0.0317468008020042
positive regulation of interleukin-4 production 	0032753	TAD2670	0.00518635218240593	0.0312226708723271
positive regulation of interleukin-6 production 	0032755	TAD767|TAD432|TAD2670	0.0010132175341759|0.0235928747097327|0.01480996082487	0.0312226708723271|0.0406408621975916|0.0344894446685106
positive regulation of interleukin-6 secretion 	2000778	TAD432|TAD2670	0.00938636316297969|0.00587623680036886	0.0317468008020042|0.0312226708723271
positive regulation of interleukin-8 production 	0032757	TAD1141|TAD767|TAD6|TAD1083|TAD2670	0.0330390239696768|0.0477017944116799|0.0181556953697829|0.0621472002691706|0.0151522784201357	0.0465800596701037|0.0560020834763631|0.0366076038355312|0.0653793966083022|0.0347545975341708
positive regulation of interleukin-8 secretion 	2000484	TAD767|TAD1083|TAD2670	0.0154155445253334|0.0201874605203231|0.00484126627709947	0.0347545975341708|0.0382297735535656|0.0312226708723271
positive regulation of intracellular protein transport 	0090316	TAD889|TAD107	0.0515666117034025|0.0615584244994295	0.0586176155919552|0.064962311139979
positive regulation of intracellular signal transduction 	1902533	TAD2143|TAD2582|TAD2583|TAD1266|TAD2763|TAD2670|TAD1265	0.0768793333742872|0.0331878334372616|0.0652764578679402|0.333136304139611|0.0652764578679402|0.0102832483199011|0.0652764578679402	0.0777307357492793|0.0466647151194864|0.0676599799563983|0.333234952734263|0.0676599799563983|0.0320301343511385|0.0676599799563983
positive regulation of intracellular steroid hormone receptor signaling pathway 	0033145	TAD6	0.00415066354797067	0.0312226708723271
positive regulation of intracellular transport 	0032388	TAD3033	0.0389304192665048	0.0503858070046947
positive regulation of ion transmembrane transport 	0034767	TAD2266|TAD2113|TAD1725	0.0173298758329736|0.00311439999025021|0.00559970915698071	0.036017726447192|0.0312226708723271|0.0312226708723271
positive regulation of ion transmembrane transporter activity 	0032414	TAD2113|TAD1725	0.00794359454707627|0.0142549769086786	0.0313865936270947|0.0341031232244188
positive regulation of ion transport 	0043270	TAD566|TAD1121|TAD2266|TAD1823|TAD548|TAD760	0.0189743821750217|0.0158366281477691|0.00356338034703777|0.00953163885049313|0.0221023490718091|0.00636434343075876	0.0371711558015986|0.0351331851246699|0.0312226708723271|0.0317468008020042|0.0396223607807736|0.0312226708723271
positive regulation of isomerase activity 	0010912	TAD526	0.0019387890830489	0.0312226708723271
positive regulation of isotype switching 	0045830	TAD1650	0.00883636600185089	0.0317221844764827
positive regulation of JAK-STAT cascade 	0046427	TAD2326|TAD2238|TAD2674|TAD2673|TAD1545	0.0176213206662119|0.0434816679477524|0.0519519535972588|0.0851009520219211|0.0132448598923456	0.0362293494890224|0.053339775371484|0.0588839165366984|0.0858293240237011|0.0335055941460385
positive regulation of JNK cascade 	0046330	TAD1141|TAD1442	0.0564406742566861|0.0157151776007034	0.0616878551463823|0.0350016724847315
positive regulation of JUN kinase activity 	0043507	TAD1141|TAD2415|TAD767	0.0374666163562983|0.0441293408382849|0.054038764567101	0.0495483423512959|0.0536953649221706|0.0601946092167648
